City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
214,arraial do cabo,-22.9661,-42.0278,33.98000000000002,40,0,2.06,BR,1723129538
215,tomohon,1.3346,124.8392,18.04000000000002,95,90,1.44,ID,1723129539
216,tralee,52.2704,-9.7026,18.140000000000043,100,100,6.69,IE,1723129540
217,bathsheba,13.2167,-59.5167,30.340000000000032,74,40,6.17,BB,1723129273
218,iwon-up,40.3231,128.6553,23.49000000000001,88,2,1.66,KP,1723129543
219,harstad,68.799,16.5293,20.900000000000034,65,99,9.39,NO,1723129544
220,rikaze,29.25,88.8833,16.350000000000023,55,100,1.08,CN,1723129545
221,yerofey pavlovich,53.9667,121.9667,15.180000000000007,83,100,1.57,RU,1723129546
222,qoryooley,1.7878,44.53,25.180000000000007,67,11,7.08,SO,1723129547
223,kataysk,56.289,62.5841,15.390000000000043,70,87,3.97,RU,1723129548
224,vadso,70.0744,29.7487,21.090000000000032,52,1,4.12,NO,1723129549
225,almeirim,-1.5233,-52.5817,33.23000000000002,44,0,2.76,BR,1723129273
226,neon karlovasion,37.7903,26.7044,29.220000000000027,53,0,4.36,GR,1723129551
227,ksour essaf,35.4181,10.9948,32.07000000000005,40,0,4.82,TN,1723129552
228,birendranagar,28.6019,81.6339,23.810000000000002,95,37,1.08,NP,1723129553
229,hammerfest,70.6634,23.6821,24.25,43,0,6.69,NO,1723129555
230,mossel bay,-34.1831,22.146,14.879999999999995,76,2,2.51,ZA,1723129556
231,fort-shevchenko,44.5086,50.263,26.980000000000018,66,0,5.13,KZ,1723129557
232,temirlanovka,42.5994,69.2633,34.58000000000004,12,0,4.86,KZ,1723129558
233,hatillo,18.4863,-66.8254,30.439999999999998,71,1,5.81,PR,1723129412
234,motygino,58.1831,94.7592,15.600000000000023,91,44,0.8,RU,1723129560
235,bhag,29.0415,67.8239,39.879999999999995,37,5,4.54,PK,1723129561
236,fisterra,42.9049,-9.2629,19.730000000000018,81,0,11.68,ES,1723129562
237,dauphin,51.1494,-100.0502,13.080000000000041,88,100,5.14,CA,1723129563
238,la junta,37.985,-103.5438,21.160000000000025,68,40,9.26,US,1723129564
239,nadi,-17.8,177.4167,20.0,73,75,2.57,FJ,1723129565
240,lazaro cardenas,17.9583,-102.2,28.620000000000005,76,71,2.17,MX,1723129292
241,majene,-3.5403,118.9707,25.03000000000003,85,28,7.98,ID,1723129568
242,bodo,67.28,14.405,23.02000000000004,56,0,6.69,NO,1723129283
243,mkushi,-13.6202,29.3939,25.970000000000027,17,6,4.47,ZM,1723129570
244,oberstdorf,47.4,10.2833,23.590000000000032,61,30,1.34,DE,1723129571
245,katsuura,35.1333,140.3,25.910000000000025,94,4,2.53,JP,1723129572
246,atafu village,-8.5421,-172.5159,27.980000000000018,79,100,8.95,TK,1723129573
247,colonia menno,-22.3667,-59.8167,16.120000000000005,48,100,6.73,PY,1723129574
248,purranque,-40.9167,-73.1667,3.8799999999999955,90,100,0.6,CL,1723129326
249,nemuro,43.3236,145.575,18.439999999999998,100,100,5.07,JP,1723129576
250,alajarvi,63.0,23.8167,24.720000000000027,37,39,2.61,FI,1723129578
251,alvaraes,-3.2208,-64.8042,36.35000000000002,35,6,1.0,BR,1723129579
252,torres,-29.3353,-49.7269,14.75,93,100,2.59,BR,1723129474
253,hamilton,39.1834,-84.5333,26.52000000000004,79,100,4.12,US,1723129581
254,argo,37.6333,22.7333,29.870000000000005,44,60,2.95,GR,1723129582
255,antsiranana,-12.2787,49.2917,24.420000000000016,64,20,10.8,MG,1723129583
256,waddan,29.1614,16.139,41.34000000000003,10,0,2.54,LY,1723129584
257,hlohovec,48.4317,17.8031,24.230000000000018,67,45,6.23,SK,1723129585
258,ola,59.5833,151.2833,11.340000000000032,97,65,0.85,RU,1723129586
259,vac,47.7759,19.1361,29.620000000000005,47,67,3.2,HU,1723129587
260,aizawl,23.7333,92.7167,20.720000000000027,99,100,1.23,IN,1723129589
261,shalqar,47.8333,59.6,25.810000000000002,43,99,6.8,KZ,1723129590
262,sault ste. marie,46.5168,-84.3333,22.160000000000025,64,75,3.09,CA,1723129547
263,bamyan,34.75,67.25,18.02000000000004,22,0,6.85,AF,1723129592
264,bubaque,11.2833,-15.8333,26.439999999999998,80,92,7.07,GW,1723129593
